order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
32,261,Joshua Norman,256,Personal,Toys,UPI,10,983.93,2024-06-28 12:22,India,Kolkata,www.ebay.in,a576b2c3,Y,
33,999,Jeremy Gonzalez,217,Low,Books,Card,2,743.7,2024-05-02 09:39,USA,Chicago,www.ebay.in,f84cdcb3,Y,
34,834,Shannon Richardson,243,Response,Electronics,UPI,9,491.09,2024-07-22 02:43,India,Mumbai,www.tatacliq.com,91a1de57,N,Invalid CVV.
35,145,Jennifer Leblanc,200,Approach,Books,Internet Banking,5,165.77,2023-11-20 13:12,Germany,Stuttgart,www.tatacliq.com,a658e3df,Y,
36,214,Julie Snyder,209,Party,Electronics,Card,6,584.6,2024-01-09 03:04,USA,Houston,www.flipkart.com,6ab0ad1c,Y,
37,415,Kristin Weber,246,Financial,Stationery,UPI,4,683.66,2024-01-21 11:48,India,Bengaluru,www.snapdeal.com,9771c518,N,Invalid CVV.
38,735,Veronica Gonzalez,295,Stand,Electronics,Internet Banking,3,976.33,2023-12-12 04:54,USA,Houston,www.amazon.com,7942108d,Y,
39,854,Paul Cook,242,School,Clothing,Internet Banking,5,163.4,2023-09-30 00:14,India,Chennai,www.amazon.com,8c1605bc,N,Invalid CVV.
40,327,James Spencer,225,Traditional,Clothing,UPI,5,821.43,2024-03-15 13:49,USA,Los Angeles,www.amazon.com,82d7fd02,Y,
41,508,Donna Wolf,242,Western,Books,Card,5,354.39,2024-06-01 22:58,Germany,Stuttgart,www.ebay.in,8004fb98,Y,
42,218,Paige Jones,233,Method,Electronics,UPI,1,112.86,2024-07-25 16:25,Germany,Frankfurt,www.ebay.in,f865d745,N,Invalid CVV.
43,720,Joseph Buchanan,265,Enough,Stationery,Wallet,10,194.13,2024-05-28 15:22,India,Chennai,www.amazon.com,cd4a762b,Y,
44,472,Lisa Shepherd,255,Spring,Stationery,UPI,10,317.35,2024-08-22 08:55,India,Bengaluru,www.snapdeal.com,a7a61a49,N,Invalid CVV.
45,782,Stephen Holmes,252,Four,Books,Wallet,5,556.64,2024-08-23 14:03,USA,Houston,www.tatacliq.com,8975165f,Y,
46,730,Jaclyn Thompson,272,Fine,Books,Wallet,9,834.56,2024-08-18 13:05,UK,Birmingham,www.flipkart.com,e47057d9,N,Invalid CVV.
47,904,Shane Fowler,274,Expert,Toys,UPI,8,444.58,2024-07-09 22:51,USA,Boston,www.tatacliq.com,c9b9b032,Y,
48,774,Gregory Ryan,210,Style,Books,UPI,2,819.33,2024-07-09 20:59,USA,Chicago,www.flipkart.com,4ccfa649,Y,
49,250,Joseph Stanley,203,Market,Stationery,Internet Banking,8,613.22,2024-03-27 17:44,India,Chennai,www.tatacliq.com,b5d094e9,Y,
50,835,William Richardson,289,How,Clothing,Wallet,7,247.76,2024-07-16 16:28,India,Mumbai,www.tatacliq.com,e4a03912,Y,
51,280,Shane Cardenas,289,Adult,Toys,Wallet,1,559.62,2024-01-30 08:17,India,Chennai,www.flipkart.com,bcb2d04a,N,Invalid CVV.
52,783,Ashley Hunter,267,Character,Toys,UPI,8,614.59,2024-08-17 08:28,Germany,Stuttgart,www.tatacliq.com,8947cbf1,Y,
53,861,Robin Fry,260,Its,Clothing,UPI,4,840.66,2023-10-07 15:41,UK,Oxford,www.tatacliq.com,9035d043,Y,
54,381,Angela Miller,256,Tell,Stationery,UPI,4,275.36,2024-02-06 18:34,UK,Oxford,www.amazon.com,ea0e2ec2,Y,
55,254,Robin Watkins,229,Truth,Clothing,Internet Banking,4,68.91,2024-06-06 06:59,Germany,Frankfurt,www.snapdeal.com,5e022c1b,N,Invalid CVV.
56,525,Carrie Kennedy,207,My,Electronics,Wallet,7,905.31,2024-04-28 21:54,India,Kolkata,www.tatacliq.com,2d6527d2,N,Invalid CVV.
57,106,Lee Clark,245,Book,Books,Wallet,7,540.53,2023-12-03 09:21,USA,Houston,www.flipkart.com,b6b5e7f5,N,Invalid CVV.
58,546,Tara Mendez,262,Prevent,Stationery,Wallet,6,670.53,2023-12-17 18:53,Germany,Munich,www.tatacliq.com,3a524d1a,Y,
59,737,Anthony Turner,268,Light,Stationery,Wallet,10,566.57,2024-04-07 10:31,India,Mumbai,www.tatacliq.com,29a5e42d,Y,
60,987,Andrea Fritz,259,Southern,Electronics,Card,5,382.21,2023-09-12 16:49,USA,Houston,www.ebay.in,b38c5c50,N,Invalid CVV.
61,879,Tyler Lopez,248,Develop,Books,Wallet,5,835.74,2024-08-01 21:34,Germany,Berlin,www.snapdeal.com,f4013850,Y,
62,458,Jon Pratt,228,Way,Stationery,Card,1,949.86,2024-04-24 08:51,USA,New York,www.snapdeal.com,4337b92d,Y,
63,344,Jennifer Ferguson,216,Specific,Clothing,Card,10,948.02,2024-04-19 21:24,Germany,Frankfurt,www.ebay.in,3e539071,Y,
64,720,Paul Harper,277,Industry,Stationery,Internet Banking,5,112.56,2024-08-26 16:20,India,Bengaluru,www.snapdeal.com,eb285df7,N,Invalid CVV.
65,506,Susan Campbell,291,Type,Electronics,Card,10,692.16,2024-08-15 02:16,USA,New York,www.ebay.in,30fa536d,Y,
66,915,Victor Allison,272,Partner,Stationery,UPI,9,431.24,2024-07-20 10:21,UK,London,www.snapdeal.com,1be32ccc,N,Invalid CVV.
67,112,Anthony Johnson,253,Must,Clothing,Card,7,960.98,2024-06-12 14:47,Germany,Munich,www.tatacliq.com,496740f2,Y,
68,851,Nina Williams,266,Trip,Books,Wallet,8,438.4,2024-05-28 02:13,UK,Birmingham,www.flipkart.com,d12118e4,Y,
69,385,Christopher Liu,257,Begin,Electronics,Wallet,10,612.28,2024-08-31 06:49,Germany,Frankfurt,www.amazon.com,5c258d77,N,Invalid CVV.
70,971,Caroline Dennis,241,As,Electronics,Wallet,4,358.05,2023-11-07 07:39,UK,Birmingham,www.ebay.in,74c1b651,N,Invalid CVV.
71,669,Michael Boyd,201,Pretty,Toys,Internet Banking,2,245.15,2024-08-26 04:27,Germany,Hamburg,www.snapdeal.com,30dbb50f,Y,
72,807,Tara Hancock MD,260,Scientist,Clothing,Wallet,1,97.59,2024-01-18 06:18,USA,Houston,www.flipkart.com,62cd6528,N,Invalid CVV.
73,779,Tracy Johnson,274,Thought,Books,Wallet,9,533.27,2023-11-04 22:09,Germany,Stuttgart,www.ebay.in,6798f170,N,Invalid CVV.
74,819,Jordan Williams,258,Buy,Books,UPI,5,234.39,2024-09-03 20:21,USA,Chicago,www.amazon.com,237897ad,Y,
75,296,Ricardo Reed,227,Traditional,Clothing,UPI,10,976.72,2024-07-05 00:05,UK,London,www.flipkart.com,da36621e,N,Invalid CVV.
76,332,Gregory Cunningham,246,Media,Electronics,UPI,1,709.48,2024-03-03 16:29,USA,Chicago,www.amazon.com,f3d02563,Y,
77,666,Debra Morgan,237,Relate,Electronics,Wallet,2,873.36,2023-09-28 22:46,UK,Leeds,www.tatacliq.com,1de29d10,N,Invalid CVV.
78,448,Edward Schultz,223,Final,Stationery,UPI,8,118.52,2024-08-14 05:09,India,Chennai,www.tatacliq.com,bb372922,Y,
79,690,Sharon Mendez,280,Lawyer,Stationery,Internet Banking,3,812.09,2024-05-31 06:35,UK,London,www.flipkart.com,70893a1d,Y,
80,671,Megan Williams,297,Effort,Clothing,Internet Banking,9,383.48,2024-05-01 02:48,Germany,Frankfurt,www.snapdeal.com,2726b291,N,Invalid CVV.
81,412,Jennifer Arias,272,Meeting,Toys,Card,10,960.31,2024-01-17 14:36,India,Delhi,www.flipkart.com,ed27a5ec,N,Invalid CVV.
82,776,Dr. Eric Gay,210,Yard,Electronics,Internet Banking,3,554.23,2024-06-30 23:50,USA,New York,www.tatacliq.com,206f0fb8,N,Invalid CVV.
83,805,Daniel Palmer,276,A,Clothing,UPI,1,235.32,2024-08-07 17:44,UK,Leeds,www.amazon.com,cbc736d5,Y,
84,370,Nicole Jackson,280,Big,Toys,Internet Banking,7,119.2,2024-03-10 18:25,USA,Los Angeles,www.ebay.in,3632a39a,Y,
85,173,Bonnie Velasquez,207,Away,Electronics,UPI,10,750.21,2024-08-12 19:51,UK,Leeds,www.amazon.com,b182c995,N,Invalid CVV.
86,805,Michael Williams,238,Bring,Clothing,UPI,9,542.28,2024-03-18 22:24,Germany,Berlin,www.snapdeal.com,7956e1fa,Y,
87,542,Jennifer Fernandez,294,Wind,Books,UPI,1,95.87,2023-09-07 16:05,India,Bengaluru,www.snapdeal.com,45dd3d08,Y,
88,881,Matthew Calhoun,296,Send,Electronics,Wallet,9,653.25,2024-02-02 03:13,UK,Manchester,www.snapdeal.com,4e1032a5,N,Invalid CVV.
89,750,Brian Martinez,262,Security,Stationery,Wallet,6,411.31,2024-04-27 18:24,UK,London,www.flipkart.com,4a74113d,N,Invalid CVV.
90,521,Tim Sanchez,288,Need,Clothing,UPI,7,814.5,2024-08-30 12:18,India,Chennai,www.amazon.com,4a705ea9,N,Invalid CVV.
91,358,Jennifer Morrison,241,Building,Stationery,Wallet,9,825.8,2023-10-20 20:26,India,Kolkata,www.tatacliq.com,69a32b82,N,Invalid CVV.
92,155,Penny Hines,224,Coach,Toys,UPI,10,757.66,2023-11-13 01:21,Germany,Berlin,www.flipkart.com,80a7bf38,N,Invalid CVV.
93,662,Teresa Santos,216,Paper,Books,Wallet,8,125.82,2024-03-06 09:36,USA,Los Angeles,www.ebay.in,04f48f0b,Y,
94,665,David Ruiz,252,Though,Stationery,Internet Banking,2,464.14,2024-01-18 22:06,India,Delhi,www.tatacliq.com,2106a041,N,Invalid CVV.
95,621,Neil Saunders,290,Continue,Books,Wallet,8,980.34,2023-11-27 09:07,USA,Houston,www.snapdeal.com,d09aa02e,Y,
96,492,Jennifer Moore,224,Down,Toys,Internet Banking,2,279.87,2023-11-14 23:56,Germany,Frankfurt,www.snapdeal.com,3eccab2d,N,Invalid CVV.
97,940,Alexa Jordan,200,By,Books,UPI,10,582.02,2024-06-21 02:54,Germany,Munich,www.tatacliq.com,d423edb6,N,Invalid CVV.
98,453,Felicia Casey,242,Free,Toys,Wallet,8,933.19,2024-03-17 03:32,USA,Los Angeles,www.snapdeal.com,7b074459,N,Invalid CVV.
99,339,Brandon Flores MD,299,Alone,Clothing,Card,6,745.98,2024-06-21 06:53,Germany,Hamburg,www.flipkart.com,c068c93f,N,Invalid CVV.
100,137,Melanie Goodwin,216,Station,Toys,UPI,2,874.82,2023-11-01 13:29,Germany,Berlin,www.snapdeal.com,5848b79e,N,Invalid CVV.
101,115,Jacob Wilson,292,Investment,Electronics,Wallet,3,79.45,2024-06-24 15:57,UK,Birmingham,www.snapdeal.com,4040e942,N,Invalid CVV.
102,765,Samantha Price,210,Thousand,Books,Wallet,6,628.67,2024-08-23 09:55,Germany,Stuttgart,www.amazon.com,5db76be1,Y,
103,340,Diana Johnson,280,Require,Books,Internet Banking,2,436.8,2024-06-12 16:12,India,Mumbai,www.tatacliq.com,4faea1aa,Y,
104,810,Jeffrey Neal,238,At,Stationery,Card,6,797.16,2024-04-24 02:07,UK,Birmingham,www.ebay.in,31a654de,N,Invalid CVV.
105,249,Amy Yates,231,History,Toys,Wallet,10,683.39,2024-03-02 14:01,USA,Los Angeles,www.flipkart.com,80405efc,Y,
106,724,Jennifer Davis,248,Adult,Toys,Internet Banking,8,913.26,2023-12-08 02:08,USA,Los Angeles,www.tatacliq.com,b49e5de3,N,Invalid CVV.
107,570,Timothy Nguyen,232,Agree,Stationery,Wallet,5,679.22,2024-01-30 08:27,USA,New York,www.tatacliq.com,5c5cc04f,N,Invalid CVV.
108,701,Brett Webb,238,Knowledge,Clothing,UPI,8,846.08,2024-01-09 05:28,USA,Houston,www.tatacliq.com,53250647,Y,
109,342,Barbara Wilson,248,Former,Toys,UPI,10,299.39,2024-05-06 14:00,UK,London,www.tatacliq.com,633479f6,N,Invalid CVV.
110,108,Gary Davis,272,Look,Stationery,Wallet,5,776.86,2024-05-16 03:00,USA,Boston,www.ebay.in,a8020d18,Y,
111,751,Hannah Rivera,224,Blue,Toys,UPI,3,630.11,2023-09-21 23:40,India,Bengaluru,www.tatacliq.com,abeec694,Y,
112,693,Melissa Haynes,246,Want,Electronics,Card,5,330.09,2024-05-20 20:02,Germany,Munich,www.flipkart.com,f011a770,Y,
113,905,Natasha Horn,269,Garden,Books,UPI,3,260.69,2024-02-28 14:27,Germany,Frankfurt,www.ebay.in,5fcbad0e,Y,
114,579,Trevor Rasmussen,209,She,Electronics,Internet Banking,7,967.43,2024-03-25 01:41,UK,London,www.tatacliq.com,575bce72,Y,
115,370,Kimberly Miller,268,Of,Stationery,Wallet,6,674.46,2024-04-15 20:16,UK,Oxford,www.tatacliq.com,b4cf7e55,N,Invalid CVV.
116,210,Shane Ford,286,Themselves,Electronics,Wallet,1,621.45,2023-09-28 06:12,UK,Oxford,www.flipkart.com,ba57a5ed,Y,
117,750,Jillian Conner,259,Know,Books,Wallet,2,144.08,2024-01-24 14:01,India,Bengaluru,www.tatacliq.com,e8f96844,Y,
118,199,Lori Jones,230,Box,Toys,Internet Banking,7,456.38,2024-06-08 12:28,Germany,Stuttgart,www.flipkart.com,89e8d111,N,Invalid CVV.
119,770,Christopher Nelson,212,Try,Clothing,Wallet,5,37.55,2024-01-24 14:17,UK,Manchester,www.tatacliq.com,da63fc03,N,Invalid CVV.
120,341,Brett Martin,246,Head,Stationery,UPI,9,902.19,2024-04-22 14:57,UK,London,www.tatacliq.com,f712d0f2,N,Invalid CVV.
121,294,Ralph Howard,215,Stop,Clothing,Card,4,643.5,2024-05-06 11:32,India,Mumbai,www.ebay.in,e0ef5457,Y,
122,228,Derek Jackson,272,Prevent,Electronics,Card,9,211.12,2023-10-09 04:20,USA,Los Angeles,www.ebay.in,0ba12ffd,Y,
123,907,Sharon Velazquez,276,Front,Stationery,UPI,3,987.59,2024-01-24 17:52,UK,Manchester,www.amazon.com,072ea390,Y,
124,234,Micheal Bates,201,Entire,Books,Internet Banking,10,327.15,2023-09-26 01:43,USA,Chicago,www.amazon.com,a2a31a50,Y,
125,859,Diane Sutton,253,Turn,Toys,Card,2,478.86,2024-02-05 09:31,UK,Oxford,www.snapdeal.com,ced3c702,Y,
126,562,Benjamin Bowers,264,Benefit,Electronics,Card,9,305.12,2023-10-13 17:06,India,Mumbai,www.tatacliq.com,13ade17e,N,Invalid CVV.
127,536,Mark Preston,287,Charge,Stationery,Wallet,8,78.12,2024-05-31 02:40,India,Bengaluru,www.snapdeal.com,46ab8c9f,Y,
128,167,Lauren Garcia,216,Guess,Books,UPI,7,994.65,2024-08-29 00:49,UK,Leeds,www.snapdeal.com,c29e30af,N,Invalid CVV.
129,201,Sylvia Sandoval,289,Too,Stationery,Internet Banking,7,454.3,2024-06-10 14:20,USA,Houston,www.ebay.in,7e58f8e9,N,Invalid CVV.
130,508,Susan Adams,253,Physical,Stationery,UPI,7,315.96,2024-07-06 12:35,UK,Birmingham,www.flipkart.com,3c5231f7,N,Invalid CVV.
131,168,Frank Wu,211,Why,Stationery,Card,7,101.08,2024-05-25 09:14,UK,Manchester,www.snapdeal.com,32f7ab45,Y,
132,700,Christopher Mueller,271,Thus,Toys,UPI,2,413.75,2024-06-05 03:06,Germany,Berlin,www.ebay.in,ef263cd5,N,Invalid CVV.
133,460,Brittany Simmons,213,Last,Toys,Internet Banking,3,658.45,2023-11-19 08:19,USA,New York,www.ebay.in,9ddbd989,N,Invalid CVV.
134,217,Dr. Chris Parsons,297,Last,Books,Internet Banking,7,845.93,2024-02-15 22:51,India,Kolkata,www.ebay.in,1f296077,Y,
135,284,Matthew Roberts DVM,234,Field,Books,UPI,6,11.08,2024-07-11 05:43,USA,Boston,www.tatacliq.com,833cf366,Y,
136,245,Allen Palmer,294,Debate,Stationery,Card,9,219.06,2023-11-11 00:32,Germany,Hamburg,www.ebay.in,94183a18,Y,
137,478,Susan Smith,239,Religious,Books,Card,1,159.8,2024-09-05 15:05,India,Mumbai,www.ebay.in,6ae0721a,N,Invalid CVV.
138,777,Jeffrey Arnold,254,Country,Clothing,Wallet,7,276.8,2024-07-03 15:43,India,Bengaluru,www.tatacliq.com,3ea2d6bb,Y,
139,390,Maria Yoder,286,Help,Toys,Wallet,9,668.8,2023-09-27 05:51,India,Delhi,www.tatacliq.com,0faa6526,Y,
140,107,David Adams,226,Worry,Books,Internet Banking,3,765.34,2023-11-08 20:35,UK,Birmingham,www.amazon.com,7596345b,Y,
141,609,Dr. Karen Cole,295,Capital,Clothing,Internet Banking,3,383.31,2024-07-06 18:33,USA,Boston,www.snapdeal.com,dbf75292,N,Invalid CVV.
142,173,Hunter Jackson,250,Past,Stationery,Wallet,1,462.46,2024-07-08 11:00,India,Bengaluru,www.snapdeal.com,cf5b4e87,N,Invalid CVV.
143,687,Susan Hill,251,Particularly,Clothing,UPI,2,408.01,2024-04-04 21:45,UK,Manchester,www.snapdeal.com,5a428ba6,N,Invalid CVV.
144,951,Dana Chambers,288,Find,Books,Card,7,845.26,2024-06-04 00:55,USA,Houston,www.snapdeal.com,be1edde8,N,Invalid CVV.
145,636,Brian Cabrera,210,Radio,Clothing,UPI,6,225.46,2024-03-30 16:41,USA,New York,www.snapdeal.com,9a3348cc,Y,
146,643,Dr. Rebecca Anderson,265,Player,Electronics,UPI,6,728.74,2024-07-02 15:32,USA,Los Angeles,www.amazon.com,a0e8de5c,Y,
147,362,David Smith,225,Produce,Electronics,Internet Banking,2,181.26,2024-04-23 21:40,Germany,Hamburg,www.snapdeal.com,6039736b,N,Invalid CVV.
148,797,Julie Schwartz,272,Tend,Toys,UPI,6,155.2,2023-12-28 03:51,India,Chennai,www.tatacliq.com,9aeaeabd,N,Invalid CVV.
149,915,Mr. Joshua Carpenter,235,Allow,Toys,Card,6,509.8,2024-05-22 23:17,UK,Leeds,www.tatacliq.com,a0d2433d,Y,
150,158,Kimberly Dunn,247,Network,Books,Card,2,616.93,2024-04-07 13:14,Germany,Hamburg,www.snapdeal.com,0538c84e,Y,
151,560,Julie Chambers,273,Herself,Electronics,UPI,10,478.25,2024-02-28 00:53,USA,New York,www.tatacliq.com,6074f172,Y,
152,930,Roger Robinson,243,Goal,Stationery,Internet Banking,1,251.51,2023-09-13 16:59,Germany,Hamburg,www.snapdeal.com,fe55e572,Y,
153,472,Brandy Coleman,247,News,Books,Wallet,7,775.59,2024-05-26 08:04,India,Bengaluru,www.amazon.com,fdea6ee6,N,Invalid CVV.
154,196,David Fischer Jr.,271,Lead,Clothing,UPI,5,725.11,2024-03-17 00:17,USA,Chicago,www.amazon.com,4c99c5cd,Y,
155,458,Matthew Powers,239,Until,Clothing,Internet Banking,10,710.29,2024-09-05 17:00,India,Bengaluru,www.snapdeal.com,743d0abe,N,Invalid CVV.
156,758,Charles Gonzales,242,Bag,Electronics,Card,7,510.95,2023-09-25 16:02,India,Bengaluru,www.ebay.in,3d8e3807,Y,
157,319,Derek Johnson,243,Large,Clothing,Internet Banking,4,999.98,2024-06-15 07:56,USA,New York,www.ebay.in,f0a62922,Y,
158,619,Brandon Lee,298,Term,Toys,Card,6,877.01,2023-12-12 19:34,USA,Boston,www.tatacliq.com,df6e465f,Y,
159,266,Randy Hernandez,223,Cup,Toys,Internet Banking,8,48.47,2024-02-09 12:40,UK,Manchester,www.tatacliq.com,c68ace43,N,Invalid CVV.
160,870,Dawn Ellis DDS,295,Sea,Clothing,Internet Banking,9,242.97,2024-07-29 02:07,Germany,Munich,www.ebay.in,0b1a2019,N,Invalid CVV.
161,572,Brittany Munoz,298,Myself,Books,Wallet,9,529.82,2024-04-20 10:04,USA,Los Angeles,www.snapdeal.com,7acc6935,Y,
162,993,Ralph King,232,Sister,Stationery,Wallet,6,556.77,2024-04-30 04:20,India,Kolkata,www.amazon.com,83311653,N,Invalid CVV.
163,185,Steven Abbott,297,Window,Electronics,UPI,8,905.78,2024-03-10 12:26,USA,Houston,www.amazon.com,4c897c32,Y,
164,936,Hannah Andersen,257,Big,Books,Card,7,57.99,2024-02-17 00:44,UK,Manchester,www.tatacliq.com,d259f7e8,Y,
165,483,Richard Escobar,228,Student,Stationery,UPI,2,839.98,2023-10-05 15:56,UK,Manchester,www.flipkart.com,97861208,Y,
166,393,Tina Davis,260,Light,Electronics,Wallet,8,617.27,2024-02-14 10:03,India,Mumbai,www.ebay.in,11537f5a,Y,
167,955,Douglas Herrera,219,Effort,Toys,Wallet,2,777.29,2024-07-01 00:19,USA,Chicago,www.amazon.com,bb7305b7,Y,
168,344,Miss Robin Chavez,253,Ready,Toys,Wallet,2,115.3,2023-12-07 19:49,Germany,Stuttgart,www.snapdeal.com,9607beae,Y,
169,747,Lauren Williams,265,Source,Toys,Internet Banking,3,294.82,2024-04-04 01:10,India,Kolkata,www.ebay.in,1e284c28,Y,
170,684,Angela Lewis,253,Young,Electronics,Card,9,974.78,2023-11-04 00:15,India,Kolkata,www.snapdeal.com,1e216883,Y,
171,499,David Ramos,260,We,Stationery,Wallet,6,257.38,2024-01-14 04:53,India,Bengaluru,www.amazon.com,321a18be,N,Invalid CVV.
172,346,Robert Morris,293,Smile,Stationery,UPI,3,49.11,2024-05-03 10:39,UK,Manchester,www.tatacliq.com,26d702d4,N,Invalid CVV.
173,746,Emily Greer,223,Everyone,Electronics,Card,8,41.8,2024-08-28 13:52,USA,New York,www.flipkart.com,14dc18dc,Y,
174,423,Rebecca Martin,239,Draw,Toys,Wallet,9,476.03,2024-07-21 09:57,India,Delhi,www.ebay.in,decd0152,N,Invalid CVV.
175,982,Vincent Brooks,299,Suggest,Stationery,UPI,5,128.85,2024-02-10 21:01,UK,Leeds,www.tatacliq.com,6d4f042d,N,Invalid CVV.
176,495,Sandra Dunlap,243,Ball,Electronics,Wallet,8,370.51,2024-05-30 05:54,UK,London,www.tatacliq.com,cf3914bc,Y,
177,540,Austin Conner,277,Glass,Electronics,UPI,6,107.08,2024-08-20 07:04,UK,Birmingham,www.ebay.in,97514deb,N,Invalid CVV.
178,717,Joshua Luna,291,Memory,Clothing,Internet Banking,8,354.79,2024-04-14 23:34,India,Bengaluru,www.snapdeal.com,f22cd32a,N,Invalid CVV.
179,381,Tracey Rios,281,Daughter,Stationery,Card,7,366.49,2024-03-14 14:59,USA,New York,www.flipkart.com,9af52427,N,Invalid CVV.
180,135,Briana Reynolds,216,Teacher,Stationery,Internet Banking,6,365.34,2024-04-12 18:40,India,Kolkata,www.flipkart.com,df368be4,N,Invalid CVV.
181,479,Charles Wilson,247,Talk,Clothing,Card,10,142.01,2024-01-25 13:24,UK,Leeds,www.ebay.in,9d2521cf,N,Invalid CVV.
182,355,Frank Riley,214,Large,Stationery,Internet Banking,8,520.16,2024-08-28 14:26,India,Bengaluru,www.ebay.in,0bf80fc9,N,Invalid CVV.
183,319,Kevin Morales,278,Term,Books,Wallet,4,127.02,2024-07-25 09:58,India,Chennai,www.flipkart.com,2adeeac9,N,Invalid CVV.
